run_index,run_id,model_id,aptamer_id,serial_number,aptamer_name,nucleic_acid_type,aptamer_length,target_normalized,target_type,target_length,target_source_database,target_source_id,target_match,resolution_method,validation_reason,experimental_affinity_raw,experimental_kd_nm,doi,pubmed,yaml_path
210,task5_0210,UTEXAS_10000800_R836,UTEXAS_10000800,10000800,PSap4#5,DNA,70,Prostate specific antigen (PSA),protein,261,UniProt,P07288,Prostate-specific antigen (PSA) (EC 3.4.21.77) (Gamma-seminoprotein) (Seminin) (Kallikrein-3) (P-30 antigen) (Semenogelase),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,"Kd: ""several tens of nM""",,https://doi.org/10.1016/j.bios.2010.07.057,https://pubmed.ncbi.nlm.nih.gov/20692149/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0210.yaml
211,task5_0211,UTEXAS_10000801_R837,UTEXAS_10000801,10000801,PSap#4-3,DNA,70,Prostate specific antigen (PSA),protein,261,UniProt,P07288,Prostate-specific antigen (PSA) (EC 3.4.21.77) (Gamma-seminoprotein) (Seminin) (Kallikrein-3) (P-30 antigen) (Semenogelase),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,"Kd: ""several tens of nM""",,https://doi.org/10.1016/j.bios.2010.07.057,https://pubmed.ncbi.nlm.nih.gov/20692149/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0211.yaml
212,task5_0212,UTEXAS_10000802_R838,UTEXAS_10000802,10000802,PSap#4-4,DNA,70,Prostate specific antigen (PSA),protein,261,UniProt,P07288,Prostate-specific antigen (PSA) (EC 3.4.21.77) (Gamma-seminoprotein) (Seminin) (Kallikrein-3) (P-30 antigen) (Semenogelase),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,"Kd: ""several tens of nM""",,https://doi.org/10.1016/j.bios.2010.07.057,https://pubmed.ncbi.nlm.nih.gov/20692149/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0212.yaml
213,task5_0213,UTEXAS_10000803_R839,UTEXAS_10000803,10000803,PSap#4-6,DNA,70,Prostate specific antigen (PSA),protein,261,UniProt,P07288,Prostate-specific antigen (PSA) (EC 3.4.21.77) (Gamma-seminoprotein) (Seminin) (Kallikrein-3) (P-30 antigen) (Semenogelase),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,"Kd: ""several tens of nM""",,https://doi.org/10.1016/j.bios.2010.07.057,https://pubmed.ncbi.nlm.nih.gov/20692149/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0213.yaml
214,task5_0214,UTEXAS_10000804_R840,UTEXAS_10000804,10000804,PSap#4-9,DNA,70,Prostate specific antigen (PSA),protein,261,UniProt,P07288,Prostate-specific antigen (PSA) (EC 3.4.21.77) (Gamma-seminoprotein) (Seminin) (Kallikrein-3) (P-30 antigen) (Semenogelase),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,"Kd: ""several tens of nM""",,https://doi.org/10.1016/j.bios.2010.07.057,https://pubmed.ncbi.nlm.nih.gov/20692149/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0214.yaml
215,task5_0215,UTEXAS_10000805_R841,UTEXAS_10000805,10000805,PSap#4-11,DNA,70,Prostate specific antigen (PSA),protein,261,UniProt,P07288,Prostate-specific antigen (PSA) (EC 3.4.21.77) (Gamma-seminoprotein) (Seminin) (Kallikrein-3) (P-30 antigen) (Semenogelase),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,"Kd: ""several tens of nM""",,https://doi.org/10.1016/j.bios.2010.07.057,https://pubmed.ncbi.nlm.nih.gov/20692149/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0215.yaml
216,task5_0216,UTEXAS_10000806_R842,UTEXAS_10000806,10000806,21-E,RNA,72,Zinc-finger antiviral protein (ZAP),protein,902,UniProt,Q7Z2W4,Zinc finger CCCH-type antiviral protein 1 (ADP-ribosyltransferase diphtheria toxin-like 13) (ARTD13) (Inactive Poly [ADP-ribose] polymerase 13) (PARP13) (Zinc finger CCCH domain-containing protein 2) (Zinc finger antiviral protein) (ZAP),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Not reported,,https://doi.org/10.1007/s13238-010-0096-99,https://pubmed.ncbi.nlm.nih.gov/21203916/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0216.yaml
217,task5_0217,UTEXAS_10000807_R843,UTEXAS_10000807,10000807,21-K,RNA,75,Zinc-finger antiviral protein (ZAP),protein,902,UniProt,Q7Z2W4,Zinc finger CCCH-type antiviral protein 1 (ADP-ribosyltransferase diphtheria toxin-like 13) (ARTD13) (Inactive Poly [ADP-ribose] polymerase 13) (PARP13) (Zinc finger CCCH domain-containing protein 2) (Zinc finger antiviral protein) (ZAP),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Not reported,,https://doi.org/10.1007/s13238-010-0096-99,https://pubmed.ncbi.nlm.nih.gov/21203916/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0217.yaml
218,task5_0218,UTEXAS_10000810_R846,UTEXAS_10000810,10000810,IBA 2,DNA,76,(R)-ibuprofen,ligand,,PubChem,6926382,(R)-ibuprofen,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 3.0 uM,3000,https://doi.org/10.1016/j.bmc.2010.03.074,https://pubmed.ncbi.nlm.nih.gov/20456958/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0218.yaml
219,task5_0219,UTEXAS_10000811_R847,UTEXAS_10000811,10000811,IBA 8,DNA,76,(R)-ibuprofen,ligand,,PubChem,6926382,(R)-ibuprofen,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 5.2 uM,5200,https://doi.org/10.1016/j.bmc.2010.03.074,https://pubmed.ncbi.nlm.nih.gov/20456958/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0219.yaml
220,task5_0220,UTEXAS_10000812_R848,UTEXAS_10000812,10000812,IBA 12,DNA,69,(R)-ibuprofen,ligand,,PubChem,6926382,(R)-ibuprofen,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 3.2 uM,3200,https://doi.org/10.1016/j.bmc.2010.03.074,https://pubmed.ncbi.nlm.nih.gov/20456958/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0220.yaml
221,task5_0221,UTEXAS_10000813_R849,UTEXAS_10000813,10000813,IBA 4,DNA,76,(S)-ibuprofen,ligand,,PubChem,6919043,(S)-ibuprofen,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 1.5 uM,1500,https://doi.org/10.1016/j.bmc.2010.03.074,https://pubmed.ncbi.nlm.nih.gov/20456958/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0221.yaml
222,task5_0222,UTEXAS_10000814_R850,UTEXAS_10000814,10000814,IBA 17,DNA,76,(S)-ibuprofen,ligand,,PubChem,6919043,(S)-ibuprofen,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 3.8 uM,3800,https://doi.org/10.1016/j.bmc.2010.03.074,https://pubmed.ncbi.nlm.nih.gov/20456958/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0222.yaml
223,task5_0223,UTEXAS_10000818_R854,UTEXAS_10000818,10000818,Aptamer 7,DNA,80,Chloramphenicol (Cam),ligand,,PubChem,5959,Chloramphenicol,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 0.766 μM,766,https://doi.org/10.1016/j.jbiotec.2011.06.043,https://pubmed.ncbi.nlm.nih.gov/21839787/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0223.yaml
224,task5_0224,UTEXAS_10000819_R855,UTEXAS_10000819,10000819,Aptamer 9,DNA,80,Chloramphenicol (Cam),ligand,,PubChem,5959,Chloramphenicol,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 20.03 μM,20030,https://doi.org/10.1016/j.jbiotec.2011.06.043,https://pubmed.ncbi.nlm.nih.gov/21839787/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0224.yaml
225,task5_0225,UTEXAS_10000820_R856,UTEXAS_10000820,10000820,Aptamer 12,DNA,80,Chloramphenicol (Cam),ligand,,PubChem,5959,Chloramphenicol,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: ~1.87e + 014 μM,,https://doi.org/10.1016/j.jbiotec.2011.06.043,https://pubmed.ncbi.nlm.nih.gov/21839787/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0225.yaml
226,task5_0226,UTEXAS_10000821_R857,UTEXAS_10000821,10000821,Aptamer 16,DNA,80,Chloramphenicol (Cam),ligand,,PubChem,5959,Chloramphenicol,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 1.16 μM,11600,https://doi.org/10.1016/j.jbiotec.2011.06.043,https://pubmed.ncbi.nlm.nih.gov/21839787/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0226.yaml
227,task5_0227,UTEXAS_10000822_R858,UTEXAS_10000822,10000822,Aptamer 20,DNA,80,Chloramphenicol (Cam),ligand,,PubChem,5959,Chloramphenicol,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 2.2 μM,2200,https://doi.org/10.1016/j.jbiotec.2011.06.043,https://pubmed.ncbi.nlm.nih.gov/21839787/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0227.yaml
228,task5_0228,UTEXAS_10000823_R859,UTEXAS_10000823,10000823,Apt21‐2,RNA,96,Interleukin-17A (IL‐17A),protein,153,UniProt,Q687Y7,Interleukin-17A (IL-17) (IL-17A),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 48.5 pM,0.0485,https://doi.org/10.1002/art.30108,https://pubmed.ncbi.nlm.nih.gov/20967861/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0228.yaml
229,task5_0229,UTEXAS_10000841_R879,UTEXAS_10000841,10000841,#3,DNA,109,Bisphenol B (BPB),ligand,,PubChem,66166,Bisphenol B,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 139 mM,139000000,https://doi.org/10.1089/oli.2010.0267,https://pubmed.ncbi.nlm.nih.gov/21413891/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0229.yaml
230,task5_0230,UTEXAS_10000841_R880,UTEXAS_10000841,10000841,#3,DNA,109,"4,4′-Bisphenol (BP)",ligand,,PubChem,7112,"4,4′-Bisphenol",PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 139 mM,139000000,https://doi.org/10.1089/oli.2010.0267,https://pubmed.ncbi.nlm.nih.gov/21413891/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0230.yaml
231,task5_0231,UTEXAS_10000878_R917,UTEXAS_10000878,10000878,D1,DNA,86,Digoxin,ligand,,PubChem,2724385,Digoxin,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 0.05 nM and 17.8 nM,0.05,https://doi.org/10.1016/j.aca.2012.08.025,https://pubmed.ncbi.nlm.nih.gov/23021809/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0231.yaml
232,task5_0232,UTEXAS_10000879_R918,UTEXAS_10000879,10000879,D2,DNA,86,Digoxin,ligand,,PubChem,2724385,Digoxin,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.aca.2012.08.025,https://pubmed.ncbi.nlm.nih.gov/23021809/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0232.yaml
233,task5_0233,UTEXAS_10000880_R919,UTEXAS_10000880,10000880,D3,DNA,85,Digoxin,ligand,,PubChem,2724385,Digoxin,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.aca.2012.08.025,https://pubmed.ncbi.nlm.nih.gov/23021809/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0233.yaml
234,task5_0234,UTEXAS_10000881_R920,UTEXAS_10000881,10000881,Truncated D1,DNA,50,Digoxin,ligand,,PubChem,2724385,Digoxin,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 8.2 nM,8.2,https://doi.org/10.1016/j.aca.2012.08.025,https://pubmed.ncbi.nlm.nih.gov/23021809/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0234.yaml
235,task5_0235,UTEXAS_10000882_R921,UTEXAS_10000882,10000882,Truncated D2,DNA,50,Digoxin,ligand,,PubChem,2724385,Digoxin,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 44.0 nM,44,https://doi.org/10.1016/j.aca.2012.08.025,https://pubmed.ncbi.nlm.nih.gov/23021809/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0235.yaml
236,task5_0236,UTEXAS_10000883_R922,UTEXAS_10000883,10000883,AMP4,DNA,71,Ampicillin,ligand,,PubChem,6249,Ampicillin,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 9.4 nM,9.4,https://doi.org/10.1007/s00216-011-5662-3,https://pubmed.ncbi.nlm.nih.gov/22222912/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0236.yaml
237,task5_0237,UTEXAS_10000884_R923,UTEXAS_10000884,10000884,AMP17,DNA,69,Ampicillin,ligand,,PubChem,6249,Ampicillin,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 13.4 nM,13.4,https://doi.org/10.1007/s00216-011-5662-3,https://pubmed.ncbi.nlm.nih.gov/22222912/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0237.yaml
238,task5_0238,UTEXAS_10000886_R925,UTEXAS_10000886,10000886,HER2 aptamer (HB5),DNA,86,Epitope peptide of human epithelial growth factor receptor 2 (HER2),protein,1255,UniProt,P04626,Receptor tyrosine-protein kinase erbB-2 (EC 2.7.10.1) (Metastatic lymph node gene 19 protein) (MLN 19) (Proto-oncogene Neu) (Proto-oncogene c-ErbB-2) (Tyrosine kinase-type cell surface receptor HER2) (p185erbB2) (CD antigen CD340),UNIPROT_EXACT_GENE,UNIPROT_EXACT_GENE,Kd: 18.9 nM,18.9,https://doi.org/10.1186/1479-5876-10-148,https://pubmed.ncbi.nlm.nih.gov/22817844/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0238.yaml
239,task5_0239,UTEXAS_10000886_R926,UTEXAS_10000886,10000886,HER2 aptamer (HB5),DNA,86,Extracellular domain (ECD) of human epithelial growth factor receptor 2 (HER2) protein,protein,644,UniProt,O95905,Protein ecdysoneless homolog (Human suppressor of GCR two) (hSGT1),UNIPROT_EXACT_GENE,UNIPROT_EXACT_GENE,Kd: 316 nM,316,https://doi.org/10.1186/1479-5876-10-148,https://pubmed.ncbi.nlm.nih.gov/22817844/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0239.yaml
240,task5_0240,UTEXAS_10000898_R938,UTEXAS_10000898,10000898,OTC3,DNA,76,Oxytetracycline (OTC),ligand,,PubChem,54675779,Oxytetracycline,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 4.7 nM,4.7,http://doi.org/10.1016/j.bios.2013.08.003,https://pubmed.ncbi.nlm.nih.gov/24011458/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0240.yaml
241,task5_0241,UTEXAS_10000903_R943,UTEXAS_10000903,10000903,R3,RNA,83,Prostate-specific antigen (PSA),protein,261,UniProt,P07288,Prostate-specific antigen (PSA) (EC 3.4.21.77) (Gamma-seminoprotein) (Seminin) (Kallikrein-3) (P-30 antigen) (Semenogelase),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 8.7 nM,8.7,http://doi.org/10.1007/s00216-013-7350-y,https://pubmed.ncbi.nlm.nih.gov/24043377/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0241.yaml
242,task5_0242,UTEXAS_10000904_R944,UTEXAS_10000904,10000904,S2,RNA,83,Prostate-specific antigen (PSA),protein,261,UniProt,P07288,Prostate-specific antigen (PSA) (EC 3.4.21.77) (Gamma-seminoprotein) (Seminin) (Kallikrein-3) (P-30 antigen) (Semenogelase),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 6.3 nM,6.3,http://doi.org/10.1007/s00216-013-7350-y,https://pubmed.ncbi.nlm.nih.gov/24043377/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0242.yaml
243,task5_0243,UTEXAS_10000908_R948,UTEXAS_10000908,10000908,"2′,4′-BNA/LNA (A#17)",DNA,70,"Thrombin, Human",protein,622,UniProt,P00734,Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain],UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 23nM,23,https://doi.org/10.1016/j.bmcl.2012.12.093,https://pubmed.ncbi.nlm.nih.gov/23374873/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0243.yaml
244,task5_0244,UTEXAS_10000909_R949,UTEXAS_10000909,10000909,"2′,4′-BNA/LNA (A#18)",DNA,70,"Thrombin, Human",protein,622,UniProt,P00734,Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain],UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 27nM,27,https://doi.org/10.1016/j.bmcl.2012.12.093,https://pubmed.ncbi.nlm.nih.gov/23374873/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0244.yaml
245,task5_0245,UTEXAS_10000910_R950,UTEXAS_10000910,10000910,"2′,4′-BNA/LNA (A#23)",DNA,70,"Thrombin, Human",protein,622,UniProt,P00734,Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain],UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 20nM,20,https://doi.org/10.1016/j.bmcl.2012.12.093,https://pubmed.ncbi.nlm.nih.gov/23374873/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0245.yaml
246,task5_0246,UTEXAS_10000914_R955,UTEXAS_10000914,10000914,AIR-3A,RNA,65,"Interleukin-6 receptor (IL-6R), Human",protein,468,UniProt,P08887,Interleukin-6 receptor subunit alpha (IL-6 receptor subunit alpha) (IL-6R subunit alpha) (IL-6R-alpha) (IL-6RA) (IL-6R 1) (Membrane glycoprotein 80) (gp80) (CD antigen CD126) [Cleaved into: Soluble interleukin-6 receptor subunit alpha (sIL6R)],UNIPROT_EXACT_GENE,UNIPROT_EXACT_GENE,Kd: 23.1 ± 4.0 nM,23.1,http://doi.org/10.4161/rna.27447,https://pubmed.ncbi.nlm.nih.gov/24440854/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0246.yaml
247,task5_0247,UTEXAS_10000918_R959,UTEXAS_10000918,10000918,OA34,DNA,60,Okadaic acid (OA),ligand,,PubChem,446512,Okadaic acid,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 77 nM,77,http://doi.org/10.1021/ac402220k,https://pubmed.ncbi.nlm.nih.gov/24164310/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0247.yaml
248,task5_0248,UTEXAS_10000924_R965,UTEXAS_10000924,10000924,A1,DNA,80,Ara h 1 (peanut allergen),protein,626,UniProt,P43238,Allergen Ara h 1.0101 (Allergen Ara h I) (allergen Ara h 1),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Kd: 419 ± 63 nM,419,http://doi.org/10.1016/j.bios.2012.12.022,https://pubmed.ncbi.nlm.nih.gov/23318547/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0248.yaml
249,task5_0249,UTEXAS_10000925_R966,UTEXAS_10000925,10000925,A2,DNA,80,Ara h 1 (peanut allergen),protein,626,UniProt,P43238,Allergen Ara h 1.0101 (Allergen Ara h I) (allergen Ara h 1),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Not reported,,http://doi.org/10.1016/j.bios.2012.12.022,https://pubmed.ncbi.nlm.nih.gov/23318547/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0249.yaml
250,task5_0250,UTEXAS_10000926_R967,UTEXAS_10000926,10000926,A3,DNA,80,Ara h 1 (peanut allergen),protein,626,UniProt,P43238,Allergen Ara h 1.0101 (Allergen Ara h I) (allergen Ara h 1),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Not reported,,http://doi.org/10.1016/j.bios.2012.12.022,https://pubmed.ncbi.nlm.nih.gov/23318547/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0250.yaml
251,task5_0251,UTEXAS_10000927_R968,UTEXAS_10000927,10000927,A4,DNA,80,Ara h 1 (peanut allergen),protein,626,UniProt,P43238,Allergen Ara h 1.0101 (Allergen Ara h I) (allergen Ara h 1),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Kd: 1770 ± 140 nM,1770,http://doi.org/10.1016/j.bios.2012.12.022,https://pubmed.ncbi.nlm.nih.gov/23318547/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0251.yaml
252,task5_0252,UTEXAS_10000928_R969,UTEXAS_10000928,10000928,A5,DNA,80,Ara h 1 (peanut allergen),protein,626,UniProt,P43238,Allergen Ara h 1.0101 (Allergen Ara h I) (allergen Ara h 1),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Not reported,,http://doi.org/10.1016/j.bios.2012.12.022,https://pubmed.ncbi.nlm.nih.gov/23318547/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0252.yaml
253,task5_0253,UTEXAS_10000929_R970,UTEXAS_10000929,10000929,A6,DNA,80,Ara h 1 (peanut allergen),protein,626,UniProt,P43238,Allergen Ara h 1.0101 (Allergen Ara h I) (allergen Ara h 1),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Kd: 1210 ± 60 nM,1210,http://doi.org/10.1016/j.bios.2012.12.022,https://pubmed.ncbi.nlm.nih.gov/23318547/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0253.yaml
254,task5_0254,UTEXAS_10000930_R971,UTEXAS_10000930,10000930,A7,DNA,80,Ara h 1 (peanut allergen),protein,626,UniProt,P43238,Allergen Ara h 1.0101 (Allergen Ara h I) (allergen Ara h 1),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Not reported,,http://doi.org/10.1016/j.bios.2012.12.022,https://pubmed.ncbi.nlm.nih.gov/23318547/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0254.yaml
255,task5_0255,UTEXAS_10000957_R998,UTEXAS_10000957,10000957,N8,DNA,81,N-glycolylneuraminic acid (Neu5Gc),ligand,,PubChem,440001,N-glycolylneuraminic acid,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 6.68 nM,6.68,http://doi.org/10.1016/j.bios.2013.05.024,https://pubmed.ncbi.nlm.nih.gov/23777704/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0255.yaml
256,task5_0256,UTEXAS_10000958_R999,UTEXAS_10000958,10000958,N14,DNA,81,N-glycolylneuraminic acid (Neu5Gc),ligand,,PubChem,440001,N-glycolylneuraminic acid,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 6.13 nM,6.13,http://doi.org/10.1016/j.bios.2013.05.024,https://pubmed.ncbi.nlm.nih.gov/23777704/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0256.yaml
257,task5_0257,UTEXAS_10000959_R1000,UTEXAS_10000959,10000959,N17,DNA,80,N-glycolylneuraminic acid (Neu5Gc),ligand,,PubChem,440001,N-glycolylneuraminic acid,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 4.58 nM,4.58,http://doi.org/10.1016/j.bios.2013.05.024,https://pubmed.ncbi.nlm.nih.gov/23777704/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0257.yaml
258,task5_0258,UTEXAS_10000960_R1001,UTEXAS_10000960,10000960,N32,DNA,81,N-glycolylneuraminic acid (Neu5Gc),ligand,,PubChem,440001,N-glycolylneuraminic acid,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 6.49 nM,6.49,http://doi.org/10.1016/j.bios.2013.05.024,https://pubmed.ncbi.nlm.nih.gov/23777704/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0258.yaml
259,task5_0259,UTEXAS_10000961_R1002,UTEXAS_10000961,10000961,N20,DNA,81,N-glycolylneuraminic acid (Neu5Gc),ligand,,PubChem,440001,N-glycolylneuraminic acid,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 73.3 nM,73.3,http://doi.org/10.1016/j.bios.2013.05.024,https://pubmed.ncbi.nlm.nih.gov/23777704/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0259.yaml
260,task5_0260,UTEXAS_10000964_R1007,UTEXAS_10000964,10000964,C2,DNA,67,CD30,protein,234,UniProt,P32971,Tumor necrosis factor ligand superfamily member 8 (CD30 ligand) (CD30-L) (CD antigen CD153),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Not reported,,https://doi.org/10.1016/j.biomaterials.2013.07.099,https://pubmed.ncbi.nlm.nih.gov/23968853/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0260.yaml
261,task5_0261,UTEXAS_10000981_R1024,UTEXAS_10000981,10000981,AptER-1,RNA,65,Estrogen receptor alpha (ERα),protein,1023,UniProt,Q86YN6,Peroxisome proliferator-activated receptor gamma coactivator 1-beta (PGC-1-beta) (PPAR-gamma coactivator 1-beta) (PPARGC-1-beta) (PGC-1-related estrogen receptor alpha coactivator),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Kd:16 nM,16,https://doi.org/10.1089/nat.2013.0474,https://pubmed.ncbi.nlm.nih.gov/24588102/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0261.yaml
262,task5_0262,UTEXAS_10000982_R1025,UTEXAS_10000982,10000982,AptER-2,RNA,97,Estrogen receptor alpha (ERα),protein,1023,UniProt,Q86YN6,Peroxisome proliferator-activated receptor gamma coactivator 1-beta (PGC-1-beta) (PPAR-gamma coactivator 1-beta) (PPARGC-1-beta) (PGC-1-related estrogen receptor alpha coactivator),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Kd: 21 nM,21,https://doi.org/10.1089/nat.2013.0474,https://pubmed.ncbi.nlm.nih.gov/24588102/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0262.yaml
